question,category
"Before 1 July 2017, will China fire a missile that lands within 50 nautical miles of Taiwan?",Security & Defenses
"Between 1 July 2018 and 30 June 2019, will an armed group from the Philippines engage in a campaign that systematically kills 1,000 or more civilians in the Philippines?",Politics & Governance
Will the Dakota Access Pipeline begin transporting oil before January 2018?,Economics & Business
"In Tennessee Wine & Spirits Retailers Association v. Blair, will the Supreme Court rule that Tennessee's residency requirements for issuing liquor licenses are unconstitutional?",Politics & Governance
Will there be a lethal confrontation between the national military forces of Iran and the United States before 1 January 2019?,Security & Defenses
"Between 1 July 2018 and 30 June 2019, will an armed group from South Sudan engage in a campaign that systematically kills 1,000 or more civilians in South Sudan?",Politics & Governance
"Before July 2017, will the New Development Bank issue any rupee-denominated bonds?",Economics & Business
Will negotiations on the Regional Comprehensive Economic Partnership (RCEP) be completed in 2017?,Economics & Business
Will the government of Colombia and the FARC renegotiate a peace agreement before 1 March 2017?,Politics & Governance
"Before 1 July 2017, will a date be set for early general elections in the United Kingdom?",Politics & Governance
"Will North Korea launch a land based missile with the capacity to reach Alaska, Hawaii, or the continental United States before 1 January 2017?",Security & Defenses
Will any disputes over IAEA access to Iranian sites be referred to the Joint Commission before 1 July 2018?,Politics & Governance
"Between 1 January 2019 and 31 December 2019, will an armed group from Pakistan engage in a campaign that systematically kills 1,000 or more civilians in Pakistan?",Security & Defenses
"Will more than 6,000 new battery electric vehicles be registered in Germany in the third quarter of 2016?",Economics & Business
"Before 1 January 2018, will Yemen's Houthi rebels sign a peace agreement that includes provisions about the establishment or recognition of a single, national government?",Politics & Governance
"Before 21 November 2017, will Nnamdi Kanu, leader of Indigenous People of Biafra (IPOB), be found?",Politics & Governance
Will Leopoldo Lopez be released from prison before 1 July 2017?,Politics & Governance
Will Donald Trump pick one of the former candidates for the Republican nomination as his vice presidential running mate?,Politics & Governance
"Between 1 January 2019 and 31 December 2019, will an armed group from Zimbabwe engage in a campaign that systematically kills 1,000 or more civilians in Zimbabwe?",Politics & Governance
Will China begin land reclamation activity at Scarborough Shoal or in the Macclesfield Bank before 1 October 2017?,Politics & Governance
Will legislation eliminating the unit limit per manufacturer for the U.S. federal electric vehicle tax credit become law before 1 January 2020?,Politics & Governance
Will Haiti hold run-off presidential elections as scheduled on 24 April 2016?,Politics & Governance
Will China conduct naval exercises with any ASEAN member before 1 June 2016?,Politics & Governance
Will there be a new episode of mass killing in Bangladesh before 1 January 2017?,Politics & Governance
Will the Philippines participate in the 2017 Balikatan military exercise?,Security & Defenses
"Between 1 January 2019 and 31 December 2019, will an armed group from Sudan engage in a campaign that systematically kills 1,000 or more civilians in Sudan?",Politics & Governance
"Before 1 January 2019, will South Korean President Moon Jae-in visit Pyongyang?",Politics & Governance
"Between 1 July 2018 and 30 June 2019, will an armed group from Myanmar engage in a campaign that systematically kills 1,000 or more civilians in Myanmar?",Politics & Governance
Will a new Supreme Court Justice be appointed before 20 January 2017?,Politics & Governance
"Between 1 April 2017 and 31 March 2018, will an armed group from Pakistan engage in a campaign that systematically kills 1,000 or more civilians in Pakistan?",Security & Defenses
"Between 1 July 2017 and 30 June 2018, will an armed group from Ethiopia engage in a campaign that systematically kills 1,000 or more civilians in Ethiopia?",Politics & Governance
"In Janus v. American Federation of State, County, and Municipal Employees, Council 31, will the Supreme Court rule that mandatory payment of any agency fees by non-union government employees is unconstitutional?",Politics & Governance
"Between 1 January 2018 and 31 December 2018, will an armed group from Yemen engage in a campaign that systematically kills 1,000 or more civilians in Yemen?",Security & Defenses
"Will casualties from the Turkey-PKK conflict exceed 125 in any month from August through November 2017, according to the International Crisis Group?",Security & Defenses
Will both houses of Congress pass legislation lifting or relaxing the oil-export ban before 1 April 2016?,Politics & Governance
"Before 1 July 2018, will Uber, or any of its subsidiaries, agree to a settlement or be found liable for trade secrets violations in the case brought by Waymo in the Northern District of California?",Economics & Business
"Before 2018, will Russia and Cuba announce the reopening of the Lourdes Signals Intelligence Center?",Politics & Governance
Will there be a new episode of mass killing in Myanmar before 1 January 2017?,Politics & Governance
Will Keiko Fujimori win Peru's upcoming presidential election?,Politics & Governance
Will Bashar al-Assad cease to be president of Syria before 1 January 2019?,Politics & Governance
Will six party talks on North Korea's nuclear weapons program resume before 1 January 2017?,Politics & Governance
"Between 1 July 2017 and 30 June 2018, will an armed group from the Central African Republic engage in a campaign that systematically kills 1,000 or more civilians in the Central African Republic?",Politics & Governance
Will Thailand hold general elections before 1 January 2018?,Politics & Governance
"Before 1 January 2018, will Fitch, Moody's, or S&P cut the State of Illinois’ credit rating to junk status?",Economics & Business
"Between 1 October 2017 and 30 September 2018, will an armed group from Ethiopia engage in a campaign that systematically kills 1,000 or more civilians in Ethiopia?",Politics & Governance
"Between 1 April 2018 and 31 March 2019, will an armed group from Turkey engage in a campaign that systematically kills 1,000 or more civilians in Turkey?",Politics & Governance
"Between 1 April 2018 and 31 March 2019, will an armed group from Afghanistan engage in a campaign that systematically kills 1,000 or more civilians in Afghanistan?",Security & Defenses
"Before 30 April 2017, will the U.S. give notice of intent to withdraw from the United Nations Framework Convention on Climate Change?",Politics & Governance
"Between 1 January 2018 and 31 December 2018, will an armed group from South Sudan engage in a campaign that systematically kills 1,000 or more civilians in South Sudan?",Politics & Governance
