question,domain
"NHL: Will the Penguins beat the Coyotes by more than 1.5 goals in their March 19, 5:00 PM ET matchup?",Sports
archNFL: Will the Buccaneers beat the Colts NFL: Will the Patriots beat the Titans by more than 7.5 points in their November 28th matchup?by more than 2.5 points in their November 28th matchup?,Sports
archNBA: Will the Jazz beat the Cavaliers by more than 4.5 points in their December 5 matchup?,Sports
ddNFL: Will the Bengals beat the Raiders by more than 1.5 points in their November 21 matchup?,Sports
NHL: Will the Bruins beat the Stars by more than 1.5 goals in their January 30 matchup (7 PM ET)?,Sports
"NHL: Will the Wild beat the Jackets by more than 1.5 goals in their March 26, 8:00 PM ET matchup?",Sports
fsddfsdfCsan we resolve this with a mult sig?sdfsdfsdf,DROP
"NCAAB: Will the Broncos beat the Tigers by more than 2.5 points in their March 17, 1:45 PM ET matchup?",Sports
ddNBA: Will the Nets beat the Celtics by more than 1 points in their 24th November matchup?,Sports
ddNBA: Will the sum of points in Bulls v Knicks be more than 210?,Sports
"NBA: Will the Nets beat the Blazers by more than 13.5 points in their March 18, 7:40 PM ET matchup?",Sports
"NHL: Will the Coyotes beat the Kraken by more than 1.5 goals in their March 22, 10:00 PM ET matchup?",Sports
"NBA: Will the Clippers beat the Pelicans by more than 2.5 points in their April 3, 9:40 PM ET matchup?",Sports
"NCAAB: Will the Texas Longhorns beat the Virginia Tech Hokies by more than 0.5 points in their March 18, 4:30 PM ET matchup?",Sports
archNFL: Will the Cardinals beat the Colts by more than 1.5 points in their December 23 matchup?,Sports
a overscaled market,Economics & Business
Will this work?,DROP
archNFL: Will the Chiefs beat the Steelers by more than 11.5 points in their January 16 matchup?,Sports
"NHL: Will the Devils beat the Canadiens by more than 1.5 goals in their March 27, 7:00 PM ET matchup?",Sports
Will Leicester City qualify for next season's Champions League?,Sports
NBA: Will the Suns beat the Wizards by more than 8.5 points in their December 16 matchup?,Sports
Will Joe Biden's approval rating be 49.0% or higher on September 1?,Politics & Governance
Will Wales qualify from Group B?,Sports
NBA: Will the Jazz beat the 76ers by more than 3.5 points in their December 9 matchup?,Sports
NHL: Will the Flames beat the Kraken by more than 1.5 goals in their February 19 matchup (10 PM ET)?,Sports
Will a team from China win the 2021 LoL Worlds?,Sports
Will annual inflation in the USA be 7.0% or more in December 2021?,Economics & Business
Will ‘Nope’ gross more than $60 million domestically on its opening weekend?,Arts & Recreation
NBA: Will the Clippers beat the Pistons by more than 11.5 points in their November 26th matchup?,Sports
"NBA: Will the Warriors beat the Grizzlies by more than 10.5 points in their May 9, 10:00 PM ET matchup?",Sports
Will the Air Quality Index in Los Angeles be 60 or higher on November 1st?,Science & Tech
Will any Dem vote for the next speaker? ,Politics & Governance
NHL: Will the Predators beat the Jets by more than 1.5 goals in their January 20 matchup?,Sports
NHL: Will the Devils beat the Canucks by more than 1.5 goals in their February 28 matchup (7.30 PM ET)?,Sports
"Will 400 million doses of a COVID-19 vaccine have been administered globally by March 25, 2021?",Healthcare & Biology
"Will the price of a barrel of crude oil reach $150 by March 25, 2022?",Economics & Business
"Will the USA ambassador be recalled or expelled from Russia before June 1, 2022?",Politics & Governance
NBA: Will the Warriors beat the Spurs by more than 6.5 points in their April 9 (8:30 PM ET) matchup?,Sports
"NBA: Will the Celtics beat the Heat by more than 8.5 points in their May 27, 8:30 PM ET matchup?",Sports
NBA: Will the Mavericks beat the Pelicans by more than 2.5 points in their February 17 (8 PM ET) matchup?,Sports
"Will there be more than 10,000 Monkeypox cases in the USA by August 5, 2022?",Healthcare & Biology
(To be Emergency Resolved) Will Amber Heard be found guilty of defaming Johnny Depp?,Politics & Governance
NHL: Will the Penguins beat the Blues by more than 1.5 goals in their January 5 matchup?,Sports
"Will @elonmusk's tweet count be over 17,600 on May 5 (12 PM ET)?",Science & Tech
"Will Crypto.com's $CRO price be above $0.80 at noon on January 1, 2022?",Economics & Business
"Will Ryland Storms KO, TKO, or retire Tanner Fox?",Sports
World Cup: Thursday - Will Brazil beat Serbia?,Sports
"Will the price of lumber be above $1,150 as of market close on February 7, 2022?",Economics & Business
"Will the price of $ETH be above $2,600 on March 24, 2022?",Economics & Business
2022 NBA Finals: Total point spread more than 10.5?,Sports
Will Spain win the Euro 2020?,Sports
NBA: Will the Heat beat the Grizzlies by more than 4.5 points in their December 6 matchup?,Sports
NHL: Will the Lightning beat the Senators by more than 1.5 goals in their December 16 matchup?,Sports
"Will Jada or Will Smith announce they're getting divorced by September 1, 2022?",Arts & Recreation
World Cup: Thursday - Will Morocco beat Canada?,Sports
Will President Biden issue an executive order mentioning cryptocurrency by February 25?,Politics & Governance
(In-Game Trading)Will the Bulls beat the Raptors by more than 2.5 points in their October 25th matchup?,Sports
Will the Cowboys beat the Eagles by more than 3.5 points in their week three matchup?,Sports
"Will Cardano support smart contracts on Mainnet by October 1st, 2021?",Science & Tech
Will a French cyclist win the Tour de France polka dot jersey?,Sports
NBA: Will the Hornets beat the Pistons by more than 6.5 points in their February 11 (7 PM ET) matchup?,Sports
"Will Coinbase’s NFT marketplace be live by May 1st, 2022?",Economics & Business
NFL: Will the Seahawks beat the Bears by more than 6.5 points in their December 26 matchup?,Sports
NFL: Will the Browns beat the Ravens by more than 3.5 points in their December 12 matchup?,Sports
Will Pablo Picasso’s “Nu couché à la libellule” sell for more than HK$68M at Christie’s?,Arts & Recreation
"Will Coinbase begin publicly trading before Jan 1, 2021?",Economics & Business
"NHL: Will the Wild beat the Stars by more than 1.5 goals in their April 14, 8:00 PM ET matchup?",Sports
NFL: Will the Packers beat the 49ers by more than 3.5 points in their January 22 matchup?,Sports
"NCAAB: Will the Villanova Wildcats beat the Ohio State Buckeyes by more than 5.5 points in their March 20, 2:40 PM ET matchup?",Sports
NBA: Will the Timberwolves beat the Pacers by more than 4.5 points in their November 29th matchup?,Sports
Will Mexico qualify from Group C?,Sports
Will the Bucks win the 2021 NBA Finals?,Sports
Will Denmark qualify from Group D?,Sports
Will Donald Trump attend Joe Biden’s inauguration ceremony in person?,Politics & Governance
2022 NBA Finals: Will the series end on Game 6?,Sports
Will $XRP hit $1 by July 20?,Economics & Business
Will Belgium win the 2022 World Cup?,Sports
Age of Empires IV: Will Beastyqt make the Golden League Final Bracket?,Sports
Will Switzerland qualify from Group G?,Sports
Will Netherlands qualify from Group A?,Sports
Will there be more than 100 positive cases of COVID-19 among athletes at the 2020 Olympics?,Healthcare & Biology
Will Portugal qualify from Group H?,Sports
Will Morocco qualify from Group F?,Sports
"Will Taiwan report 20,000 or more daily COVID-19 cases by May 10?",Healthcare & Biology
Will a nuclear weapon be detonated before 2023?,Security & Defenses
NHL: Will the Flames beat the Islanders by more than 1.5 goals in their February 12 matchup (10 PM ET)?,Sports
Will Ghana qualify from Group H?,Sports
Will there be 19 or more named storms during the 2022 Atlantic Hurricane Season?,Science & Tech
Will two or more U.S. Supreme Court Justices be nominated in 2022?,Politics & Governance
Will the 2022 World Cup winner be from Europe?,Sports
"Will Unslashed Insurance payout for an Anchor + UST depeg by June 30, 2022?",Economics & Business
"Will Joe Biden's approval rating be 53% or higher on June 10, 2021?",Politics & Governance
"Will $UST be above $0.50 on May 17, 2022?",Economics & Business
"NHL: Will the Knights beat the Capitals by more than 1.5 goals in their April 20, 10:00 PM ET matchup?",Sports
Will the Fed increase interest rates by 50 bps after its December meeting?,Economics & Business
Will Dillon Danis release 'the picture'?,DROP
Will the price of $ETH be above $1200 on November 28?,Economics & Business
Will Brazil qualify from Group G?,Sports
Will South Korea qualify from Group H?,Sports
NBA: Will the Grizzlies beat the Lakers by more than 4.5 points in their December 29 matchup?,Sports
"Will there be more than 213 million fully vaccinated people in the USA on March 1, 2022?",Healthcare & Biology
Will Serbia qualify from Group G?,Sports
Will there be a negotiated settlement between Russia and Ukraine by Dec 31?,Politics & Governance
Will Costa Rica qualify from Group E?,Sports
Will the Fed increase interest rates by 75 bps after its February meeting?,Economics & Business
Will the FTX Crypto Cup preliminary game between Anish Giri and Hikaru Nakamura end in a draw?,Sports
NHL: Will the Penguins beat the Senators by more than 1.5 goals in their January 20 matchup?,Sports
Will Croatia qualify from Group F?,Sports
"NBA: Will the Heat beat the Hawks by more than 7.5 points in their April 26, 7:00 PM ET matchup?",Sports
Will Credit Suisse announce they are filing for bankruptcy before 2023?,Economics & Business
Will 'Barbie' gross over $150m on opening weekend?,Arts & Recreation
Will SBF show up to the NYT DealBook Summit?,Economics & Business
Will $ETH be above $2500 on May 20?,Economics & Business
"Will the price of natural gas be $7.00 or more on October 3, 2022? (NOV 2022 Future)",Economics & Business
NBA: Will the Suns beat the Lakers by more than 8.5 points in their March 13 (9 PM ET) matchup?,Sports
NHL: Will the Rangers beat the Red Wings by more than 1.5 goals in their February 17 matchup (7 PM ET)?,Sports
Will the Browns beat the Falcons by more than 6 points in their NFL preseason matchup?,Sports
"NBA: Will the Heat beat the Hawks by more than 7.5 points in their April 19, 7:30 PM ET matchup?",Sports
Will Nexo become insolvent by EOY?,Economics & Business
"NBA: Will the Bucks beat the Bulls by more than 9.5 points in their April 20, 9:30 PM ET matchup?",Sports
"Will $ETH be above $1,200 on July 1?",Economics & Business
"Will the Ethereum Merge (EIP-3675) occur by January 1, 2023?",Science & Tech
NBA: Will the Celtics beat the Bucks by more than 5.5 points in their May 11 (7 PM ET) matchup?,Sports
Will U.S. inflation be more than 0.2% from August to September 2022?,Economics & Business
Will Germany qualify from Group E?,Sports
NBA: Will the Bucks beat the Thunder by more than 12.5 points in their November 19th matchup?,Sports
"NBA: Will the Celtics beat the Bucks by more than 5.5 points in their May 15, 3:30 PM ET matchup?",Sports
Will 'Oppenheimer' gross over $65m on opening weekend?,Arts & Recreation
NHL: Will the Predators beat the Canucks by more than 1.5 goals in their January 18 matchup?,Sports
Will U.S. inflation be more than 0.6% from March to April 2022?,Economics & Business
Will USA win the 2023 Women's World Cup?,Sports
Will the floor price of Bored Apes be above 53 ETH on January 14?,Economics & Business
Will New World be a Top 3 game on Steam on November 8?,Arts & Recreation
NBA: Will the Suns beat the Lakers by more than 6.5 points in their December 21 matchup?,Sports
NHL: Will the Blues beat the Rangers by more than 1.5 goals in their March 2 matchup (7.30 PM ET)?,Sports
World Cup: Wednesday - Will Germany beat Japan?,Sports
"NBA: Will the 76ers beat the Raptors by more than 4.5 points in their April 16, 6:00 PM ET matchup?",Sports
Will the Progressive Conservative Party win a majority in the 2022 Ontario General Election?,Politics & Governance
World Cup: Tuesday - Will Argentina beat Saudi Arabia?,Sports
"Will the price of natural gas be $7.00 or more on October 17, 2022? (NOV 2022 Future)",Economics & Business
"NHL: Will the Penguins beat the Oilers by more than 1.5 goals in their April 26, 7:00 PM ET matchup?",Sports
NBA: Will the Clippers beat the Thunder by more than 10.5 points in their November 1st matchup?,Sports
"Will the price of a barrel of crude oil be $87.50 or more on October 24, 2022? (DEC 2022 Future)",Economics & Business
Will Donald Trump be federally charged by June 1st? ,Politics & Governance
(In-Game Trading) Will the 76ers beat the Hawks by more than 3.5 points in their October 30th matchup?,Sports
Will USD be worth more than EUR on October 14?,Economics & Business
Will the Fed increase interest rates by 100 bps after its November meeting?,Economics & Business
(In-Game Trading)Will the Heat beat the Magic by more than 13.5 points in their October 25th matchup?,Sports
Will Eric Adams win the Democratic primary for Mayor of New York City in 2021?,Politics & Governance
TEST Market,Economics & Business
"Will Ethereum be above $3000 on March 9, 2022?",Economics & Business
Will September 2021 average global temperature be the highest September temperature on record?,Science & Tech
Will Manchester City win the 2021-22 UEFA Champions League?,Sports
NHL: Will the Kings beat the Kraken by more than 1.5 goals in their January 15 matchup?,Sports
